"","Rank","Title","Type","SJR","SJR.Best.Quartile","H.index","Total.Docs...2016.","Total.Docs...3years.","Total.Refs.","Total.Cites..3years.","Citable.Docs...3years.","Cites...Doc...2years.","Ref....Doc.","Country","Categories","ISSN","ISSN.1","ISSN.2"
"722",4081,"Zebrafish","journal",1,"Q1",34,91,191,3208,491,182,2.17,35.25,"United States","Animal Science and Zoology (Q1); Developmental Biology (Q3)","15458547","15458547",""
"723",4109,"Neuropeptides","journal",0.996,"Q2",59,120,175,5247,431,167,2.19,43.73,"United States","Endocrine and Autonomic Systems (Q2); Endocrinology (Q2); Neurology (Q2); Cellular and Molecular Neuroscience (Q3)","01434179","01434179",""
"724",4142,"Transgenic Research","journal",0.991,"Q1",70,65,280,3263,670,273,2.46,50.2,"United Kingdom","Agronomy and Crop Science (Q1); Animal Science and Zoology (Q1); Biotechnology (Q1); Genetics (Q2)","09628819","09628819",""
"725",4152,"Biofouling","journal",0.989,"Q1",68,103,278,5074,916,276,3.05,49.26,"United Kingdom","Applied Microbiology and Biotechnology (Q1); Aquatic Science (Q1); Water Science and Technology (Q1)","08927014; 10292454","08927014","10292454"
"726",4161,"Research in Microbiology","journal",0.987,"Q2",85,98,337,3988,736,307,2.29,40.69,"Netherlands","Microbiology (Q2); Molecular Biology (Q3)","09232508","09232508",""
"727",4216,"Neurochemical Research","journal",0.978,"Q2",100,343,826,16800,2147,792,2.7,48.98,"United States","Biochemistry (Q2); Cellular and Molecular Neuroscience (Q3)","03643190; 15736903","03643190","15736903"
"728",4217,"Neuroscience Letters","journal",0.978,"Q2",146,793,2281,25498,5037,2177,2.26,32.15,"Netherlands","Neuroscience (miscellaneous) (Q2)","03043940","03043940",""
"729",4220,"Current Atherosclerosis Reports","journal",0.977,"Q2",58,95,344,5059,755,333,2.3,53.25,"United States","Cardiology and Cardiovascular Medicine (Q2)","15233804; 15346242","15233804","15346242"
"730",4221,"Experimental and Molecular Pathology","journal",0.977,"Q1",56,125,467,4868,1178,456,2.52,38.94,"United States","Pathology and Forensic Medicine (Q1); Clinical Biochemistry (Q2); Molecular Biology (Q3)","00144800; 10960945","00144800","10960945"
"731",4246,"Immunology and Allergy Clinics of North America","journal",0.973,"Q2",53,64,167,4129,452,139,3.58,64.52,"United Kingdom","Immunology and Allergy (Q2); Immunology (Q3)","08898561","08898561",""
"732",4265,"International Journal of Developmental Neuroscience","journal",0.969,"Q2",77,92,334,5093,735,323,2.03,55.36,"United Kingdom","Developmental Neuroscience (Q2); Developmental Biology (Q3)","07365748","07365748",""
"733",4287,"Clinical Proteomics","journal",0.966,"Q2",22,34,94,2059,313,94,3.14,60.56,"United States","Clinical Biochemistry (Q2); Molecular Medicine (Q2); Molecular Biology (Q3)","15426416; 15590275","15426416","15590275"
"734",4294,"Organogenesis","journal",0.966,"Q1",34,17,122,692,287,108,3.12,40.71,"United States","Biomedical Engineering (Q1); Embryology (Q2); Transplantation (Q2); Developmental Biology (Q3)","15476278","15476278",""
"735",4299,"BMC Physiology","journal",0.965,"Q2",33,8,34,361,82,30,2.32,45.13,"United Kingdom","Physiology (Q2); Physiology (medical) (Q2)","14726793","14726793",""
"736",4310,"CNS and Neurological Disorders - Drug Targets","journal",0.963,"Q1",75,134,500,10667,1158,440,2.57,79.6,"United Arab Emirates","Medicine (miscellaneous) (Q1); Neuroscience (miscellaneous) (Q2); Pharmacology (Q2)","18715273","18715273",""
"737",4318,"International Journal of Endocrinology","journal",0.962,"Q2",32,154,731,6332,1856,697,2.54,41.12,"Egypt","Endocrine and Autonomic Systems (Q2); Endocrinology (Q2); Endocrinology, Diabetes and Metabolism (Q2)","16878345; 16878337","16878345","16878337"
"738",4323,"BMC Cardiovascular Disorders","journal",0.961,"Q2",42,255,514,8338,1026,508,1.85,32.7,"United Kingdom","Cardiology and Cardiovascular Medicine (Q2)","14712261","14712261",""
"739",4337,"Anaerobe","journal",0.958,"Q2",56,168,389,5184,1054,369,2.55,30.86,"United States","Infectious Diseases (Q2); Microbiology (Q2)","10759964; 10958274","10759964","10958274"
"740",4345,"Paediatric Drugs","journal",0.957,"Q1",51,45,150,2433,361,139,2.37,54.07,"United Kingdom","Pediatrics, Perinatology and Child Health (Q1); Pharmacology (medical) (Q2)","11745878","11745878",""
"741",4354,"Microbes and Environments","journal",0.955,"Q1",31,66,184,2855,494,175,2.9,43.26,"Japan","Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1); Soil Science (Q1)","13474405; 13426311","13474405","13426311"
"742",4374,"Drug Delivery and Translational Research","journal",0.952,"Q1",20,71,161,3946,436,148,3.08,55.58,"Germany","Pharmaceutical Science (Q1)","2190393X; 21903948","2190393X","21903948"
"743",4403,"International Journal of Molecular Medicine","journal",0.948,"Q3",75,412,1208,17716,3120,1202,2.44,43,"Greece","Genetics (Q3)","11073756","11073756",""
"744",4407,"Toxins","journal",0.947,"Q1",43,364,711,22900,2358,694,3.02,62.91,"Switzerland","Health, Toxicology and Mutagenesis (Q1); Toxicology (Q2)","20726651","20726651",""
"745",4412,"International Journal of Women's Health","journal",0.947,"Q1",25,75,308,3779,770,299,2.66,50.39,"New Zealand","Maternity and Midwifery (Q1); Obstetrics and Gynecology (Q2); Oncology (Q2)","11791411","11791411",""
"746",4435,"Analytical and Bioanalytical Chemistry","journal",0.943,"Q1",134,961,2928,36234,8135,2436,3.42,37.7,"Germany","Analytical Chemistry (Q1); Biochemistry (Q2)","16182642; 16182650","16182642","16182650"
"747",4461,"Therapeutic Advances in Endocrinology and Metabolism","journal",0.939,"Q2",17,20,61,1304,209,53,3.54,65.2,"United States","Endocrinology, Diabetes and Metabolism (Q2)","20420188; 20420196","20420188","20420196"
"748",4463,"Neurotoxicology and Teratology","journal",0.938,"Q2",81,79,232,3690,542,206,2.44,46.71,"Netherlands","Toxicology (Q2); Cellular and Molecular Neuroscience (Q3); Developmental Neuroscience (Q3)","08920362","08920362",""
"749",4469,"Diabetology and Metabolic Syndrome","journal",0.938,"Q2",29,83,342,3381,800,333,2.25,40.73,"United Kingdom","Endocrinology, Diabetes and Metabolism (Q2); Internal Medicine (Q2)","17585996","17585996",""
"750",4479,"Drug Design, Development and Therapy","journal",0.936,"Q1",34,366,934,15582,2712,902,2.87,42.57,"New Zealand","Pharmaceutical Science (Q1); Drug Discovery (Q2); Pharmacology (Q2)","11778881","11778881",""
"751",4518,"Beneficial microbes","journal",0.931,"Q2",23,76,187,3295,505,180,2.84,43.36,"Netherlands","Microbiology (Q2); Microbiology (medical) (Q2)","18762891; 18762883","18762891","18762883"
"752",4523,"Cardiology in Review","journal",0.93,"Q2",47,45,120,2856,281,118,2.43,63.47,"United States","Cardiology and Cardiovascular Medicine (Q2)","10615377","10615377",""
"753",4535,"Steroids","journal",0.927,"Q2",88,174,589,7025,1563,564,2.68,40.37,"Netherlands","Biochemistry (Q2); Clinical Biochemistry (Q2); Endocrinology (Q2); Organic Chemistry (Q2); Pharmacology (Q2); Molecular Biology (Q3)","0039128X","0039128X",""
"754",4540,"DNA and Cell Biology","journal",0.927,"Q3",67,102,308,4222,609,282,2.12,41.39,"United States","Cell Biology (Q3); Genetics (Q3); Molecular Biology (Q3)","10445498","10445498",""
"755",4547,"Current Protocols in Molecular Biology","journal",0.926,"Q1",21,3,94,0,105,94,0.98,0,"United States","Medicine (miscellaneous) (Q1); Molecular Biology (Q3)","19343639; 19343647","19343639","19343647"
"756",4550,"Experimental Biology and Medicine","journal",0.926,"Q1",128,220,561,12240,1353,544,2.48,55.64,"United States","Medicine (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2)","15353699; 15353702","15353699","15353702"
"757",4558,"Inflammation","journal",0.925,"Q2",45,228,692,8364,1894,675,2.87,36.68,"United States","Immunology and Allergy (Q2); Immunology (Q3)","03603997","03603997",""
"758",4561,"Seminars in Pediatric Neurology","journal",0.924,"Q1",49,51,139,2824,234,106,1.79,55.37,"United Kingdom","Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2)","10719091","10719091",""
"759",4562,"Open Forum Infectious Diseases","journal",0.924,"Q2",10,239,254,6349,396,243,1.63,26.56,"United States","Neurology (clinical) (Q2); Oncology (Q2)","23288957","23288957",""
"760",4563,"Neuropsychiatric Disease and Treatment","journal",0.924,"Q2",39,364,830,16136,1998,805,2.43,44.33,"New Zealand","Psychiatry and Mental Health (Q2); Biological Psychiatry (Q3)","11766328","11766328",""
"761",4570,"Veterinary Pathology","journal",0.923,"Q1",73,117,467,6277,779,432,1.7,53.65,"United States","Veterinary (miscellaneous) (Q1)","03009858; 15442217","03009858","15442217"
"762",4572,"Journal of Medical Microbiology","journal",0.923,"Q2",96,204,767,7431,1624,690,2.2,36.43,"United Kingdom","Microbiology (Q2); Microbiology (medical) (Q2)","00222615","00222615",""
"763",4595,"International Journal of Medical Sciences","journal",0.919,"Q1",41,124,508,5075,1302,505,2.51,40.93,"Canada","Medicine (miscellaneous) (Q1)","14491907","14491907",""
"764",4615,"Journal of hospital medicine (Online)","journal",0.916,"Q1",22,190,345,3934,525,253,2.1,20.71,"United States","Medicine (miscellaneous) (Q1)","15535592; 15535606","15535592","15535606"
"765",4638,"European Journal of Cancer, Supplement","journal",0.913,"Q2",19,1,86,146,94,51,2.47,146,"United Kingdom","Oncology (Q2); Cancer Research (Q3)","13596349","13596349",""
"766",4643,"Biochemia Medica","journal",0.911,"Q1",27,48,136,1406,391,130,2.8,29.29,"Croatia","Biochemistry (medical) (Q1); Clinical Biochemistry (Q2)","13300962","13300962",""
"767",4644,"Canadian Journal of Gastroenterology and Hepatology","journal",0.911,"Q1",57,111,306,2965,486,221,1.99,26.71,"Canada","Medicine (miscellaneous) (Q1); Gastroenterology (Q2); Hepatology (Q2)","22912797; 22912789","22912797","22912789"
"768",4646,"Current Allergy and Asthma Reports","journal",0.911,"Q2",50,107,347,6782,906,331,2.48,63.38,"United States","Immunology and Allergy (Q2); Pulmonary and Respiratory Medicine (Q2)","15346315; 15297322","15346315","15297322"
"769",4669,"Obesity Research and Clinical Practice","journal",0.907,"Q2",19,156,252,3507,495,217,1.96,22.48,"Netherlands","Endocrinology, Diabetes and Metabolism (Q2); Nutrition and Dietetics (Q2)","1871403X","1871403X",""
"770",4674,"Current Protein and Peptide Science","journal",0.907,"Q2",67,89,233,7681,510,204,2.62,86.3,"United Arab Emirates","Biochemistry (Q2); Cell Biology (Q3); Molecular Biology (Q3)","13892037","13892037",""
"771",4689,"Proceedings of the Japan Academy Series B: Physical and Biological Sciences","journal",0.904,"Q1",39,34,101,1910,248,100,2.47,56.18,"Japan","Multidisciplinary (Q1)","03862208; 13492896","03862208","13492896"
"772",4710,"Molecular Oral Microbiology","journal",0.902,"Q1",64,52,108,2200,229,104,2.31,42.31,"Germany","Dentistry (miscellaneous) (Q1); Microbiology (Q2); Microbiology (medical) (Q2); Immunology (Q3)","20411006","20411006",""
"773",4733,"Journal of Mass Spectrometry","journal",0.899,"Q1",108,145,490,5187,1163,450,2.33,35.77,"United States","Medicine (miscellaneous) (Q1); Spectroscopy (Q2)","10765174","10765174",""
"774",4734,"BMC Nephrology","journal",0.898,"Q1",35,199,737,7054,1695,708,2.21,35.45,"United Kingdom","Nephrology (Q1)","14712369","14712369",""
"775",4748,"Current HIV Research","journal",0.895,"Q2",44,58,197,3791,299,174,1.59,65.36,"United Arab Emirates","Infectious Diseases (Q2); Virology (Q3)","1570162X","1570162X",""
"776",4776,"Bioscience Reports","journal",0.892,"Q2",62,153,366,7573,678,363,2.23,49.5,"Netherlands","Biochemistry (Q2); Biophysics (Q2); Cell Biology (Q3); Molecular Biology (Q3)","01448463; 15734935","01448463","15734935"
"777",4784,"Clinics in Laboratory Medicine","journal",0.89,"Q1",46,56,170,2797,362,154,2.64,49.95,"United Kingdom","Biochemistry (medical) (Q1); Clinical Biochemistry (Q2)","02722712","02722712",""
"778",4787,"Vascular Health and Risk Management","journal",0.89,"Q1",51,52,216,2739,580,207,2.89,52.67,"New Zealand","Public Health, Environmental and Occupational Health (Q1); Cardiology and Cardiovascular Medicine (Q2); Endocrinology, Diabetes and Metabolism (Q2); Hematology (Q2); Pharmacology (medical) (Q2)","11766344; 11782048","11766344","11782048"
"779",4788,"Journal of Animal Science","journal",0.89,"Q1",125,661,2315,22990,3482,2274,1.2,34.78,"United States","Animal Science and Zoology (Q1); Food Science (Q1); Genetics (Q3)","00218812","00218812",""
"780",4791,"Journal of Clinical and Experimental Hepatology","journal",0.889,"Q2",15,83,229,1628,488,189,2.72,19.61,"Netherlands","Hepatology (Q2)","09736883","09736883",""
"781",4796,"Reproductive Sciences","journal",0.889,"Q2",66,162,575,6904,1154,551,2.09,42.62,"United States","Obstetrics and Gynecology (Q2)","19337191","19337191",""
"782",4806,"European Journal of Pediatrics","journal",0.887,"Q1",81,193,844,5760,1440,719,1.96,29.84,"Germany","Pediatrics, Perinatology and Child Health (Q1)","03406199; 14321076","03406199","14321076"
"783",4822,"Endocrine Practice","journal",0.885,"Q1",68,79,631,653,1136,518,1.97,8.27,"United States","Medicine (miscellaneous) (Q1); Endocrinology (Q2); Endocrinology, Diabetes and Metabolism (Q2)","1530891X","1530891X",""
"784",4827,"Clinical Psychopharmacology and Neuroscience","journal",0.885,"Q2",14,67,121,2530,239,111,2.01,37.76,"South Korea","Pharmacology (medical) (Q2); Psychiatry and Mental Health (Q2); Behavioral Neuroscience (Q3)","17381088","17381088",""
"785",4831,"Journal of Surgical Research","journal",0.885,"Q1",90,445,2106,12280,4054,1826,2.14,27.6,"United States","Surgery (Q1)","00224804; 10958673","00224804","10958673"
"786",4834,"Food and Nutrition Bulletin","journal",0.884,"Q1",55,59,230,2251,389,218,1.54,38.15,"Japan","Food Science (Q1); Geography, Planning and Development (Q1); Nutrition and Dietetics (Q2)","03795721","03795721",""
"787",4886,"Digestion","journal",0.877,"Q2",66,64,237,1916,502,220,2.15,29.94,"Switzerland","Gastroenterology (Q2)","14219867; 00122823","14219867","00122823"
"788",4893,"Expert Review of Gastroenterology and Hepatology","journal",0.875,"Q2",35,145,344,10517,756,324,2.41,72.53,"United Kingdom","Gastroenterology (Q2); Hepatology (Q2)","17474124; 17474132","17474124","17474132"
"789",4897,"Food and Nutrition Research","journal",0.875,"Q1",24,100,121,4235,269,121,2.02,42.35,"United Kingdom","Food Science (Q1); Nutrition and Dietetics (Q2); Public Health, Environmental and Occupational Health (Q2)","16546628; 1654661X","16546628","1654661X"
"790",4907,"Frontiers of Medicine","journal",0.874,"Q1",23,62,190,2783,378,178,1.69,44.89,"China","Medicine (miscellaneous) (Q1)","20950217; 20950225","20950217","20950225"
"791",4911,"American Journal of Chinese Medicine","journal",0.873,"Q1",49,96,300,4379,836,290,3.28,45.61,"Singapore","Complementary and Alternative Medicine (Q1)","0192415X","0192415X",""
"792",4915,"Hepatology Research","journal",0.872,"Q2",61,236,577,6390,1213,530,2.41,27.08,"United Kingdom","Hepatology (Q2); Infectious Diseases (Q2)","13866346","13866346",""
"793",4920,"Journal of Medical Entomology","journal",0.872,"Q1",79,175,520,7095,944,510,1.67,40.54,"United States","Insect Science (Q1); Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2); Parasitology (Q2)","00222585","00222585",""
"794",4928,"Marine Drugs","journal",0.87,"Q2",68,233,1041,15798,3926,1031,3.77,67.8,"Switzerland","Drug Discovery (Q2)","16603397","16603397",""
"795",4966,"Digestive Diseases","journal",0.865,"Q1",57,116,405,5153,879,369,2.41,44.42,"Switzerland","Medicine (miscellaneous) (Q1); Gastroenterology (Q2)","02572753; 14219875","02572753","14219875"
"796",4968,"Lipids in Health and Disease","journal",0.864,"Q2",47,249,568,8995,1308,560,2.06,36.12,"United Kingdom","Biochemistry (medical) (Q2); Clinical Biochemistry (Q2); Endocrinology (Q2); Endocrinology, Diabetes and Metabolism (Q2)","1476511X","1476511X",""
"797",4979,"ClinicoEconomics and Outcomes Research","journal",0.861,"Q1",17,71,174,2597,379,171,1.8,36.58,"New Zealand","Economics, Econometrics and Finance (miscellaneous) (Q1); Health Policy (Q1)","11786981","11786981",""
"798",4987,"Behavioural Processes","journal",0.86,"Q1",61,201,616,8155,1053,584,1.75,40.57,"Netherlands","Animal Science and Zoology (Q1); Behavioral Neuroscience (Q3)","03766357","03766357",""
"799",4995,"International Journal of Systematic and Evolutionary Microbiology","journal",0.858,"Q2",143,885,2237,28052,4924,2174,2.18,31.7,"United Kingdom","Ecology, Evolution, Behavior and Systematics (Q2); Microbiology (Q2)","14665034; 14665026","14665034","14665026"
"800",5009,"Nutritional Neuroscience","journal",0.856,"Q1",45,106,128,2621,281,120,2.3,24.73,"United Kingdom","Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q2); Neuroscience (miscellaneous) (Q3)","14768305; 1028415X","14768305","1028415X"
"801",5011,"ALTEX : Alternativen zu Tierexperimenten","journal",0.856,"Q1",37,42,139,2158,364,111,2.74,51.38,"Germany","Medical Laboratory Technology (Q1); Pharmacology (Q2)","09467785; 1868596X","09467785","1868596X"
"802",5035,"Autoimmune Diseases","journal",0.852,"Q2",20,11,89,312,208,83,2.48,28.36,"Egypt","Immunology and Allergy (Q2); Immunology and Microbiology (miscellaneous)  (Q2); Immunology (Q3)","20900422; 20900430","20900422","20900430"
"803",5056,"Electrophoresis","journal",0.85,"Q2",147,355,1227,12851,3208,1175,2.76,36.2,"United Kingdom","Biochemistry (Q2); Clinical Biochemistry (Q2)","01730835; 15222683","01730835","15222683"
"804",5069,"Journal of Nutrition and Metabolism","journal",0.848,"Q1",26,38,84,1584,173,82,1.83,41.68,"Egypt","Food Science (Q1); Endocrinology, Diabetes and Metabolism (Q2); Nutrition and Dietetics (Q2)","20900724; 20900732","20900724","20900732"
"805",5106,"BioMed Research International","journal",0.843,"Q2",72,1858,9313,76464,21448,8887,2.38,41.15,"United States","Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Immunology and Microbiology (miscellaneous)  (Q2)","23146141; 23146133","23146141","23146133"
"806",5144,"Oral Diseases","journal",0.837,"Q1",72,183,392,6532,792,361,2.07,35.69,"United Kingdom","Dentistry (miscellaneous) (Q1); Otorhinolaryngology (Q1)","1354523X; 16010825","1354523X","16010825"
"807",5155,"World Journal of Emergency Surgery","journal",0.835,"Q1",27,52,186,2207,433,161,2.39,42.44,"United Kingdom","Emergency Medicine (Q1); Surgery (Q1)","17497922","17497922",""
"808",5170,"Clinical Medicine Insights: Gastroenterology","journal",0.833,"Q2",7,11,22,559,68,22,2.65,50.82,"United States","Gastroenterology (Q2)","11795522","11795522",""
"809",5176,"Current Gastroenterology Reports","journal",0.832,"Q2",48,72,234,4041,470,223,2.11,56.13,"United States","Gastroenterology (Q2)","1534312X; 15228037","1534312X","15228037"
"810",5186,"Autonomic Neuroscience: Basic and Clinical","journal",0.831,"Q2",70,86,326,4474,636,309,2.12,52.02,"Netherlands","Neurology (clinical) (Q2); Cellular and Molecular Neuroscience (Q3); Endocrine and Autonomic Systems (Q3)","15660702","15660702",""
"811",5207,"Disease Markers","journal",0.827,"Q2",53,161,568,6723,1304,559,2.12,41.76,"Netherlands","Biochemistry (medical) (Q2); Clinical Biochemistry (Q2); Genetics (Q3); Molecular Biology (Q3)","02780240","02780240",""
"812",5271,"International Journal of Environmental Research and Public Health","journal",0.82,"Q2",59,1173,2333,56203,5525,2286,2.12,47.91,"Switzerland","Health, Toxicology and Mutagenesis (Q2); Public Health, Environmental and Occupational Health (Q2)","16617827; 16604601","16617827","16604601"
"813",5273,"Journal of Animal Science and Biotechnology","journal",0.82,"Q1",14,77,166,3643,347,150,1.57,47.31,"United Kingdom","Animal Science and Zoology (Q1); Food Science (Q1); Biochemistry (Q2); Biotechnology (Q2)","16749782; 20491891","16749782","20491891"
"814",5291,"Antonie van Leeuwenhoek, International Journal of General and Molecular Microbiology","journal",0.818,"Q2",91,184,825,7395,1500,778,1.93,40.19,"Netherlands","Microbiology (Q2); Molecular Biology (Q3)","00036072; 15729699","00036072","15729699"
"815",5335,"Gut and Liver","journal",0.812,"Q2",28,150,341,4630,710,303,2.73,30.87,"South Korea","Gastroenterology (Q2); Hepatology (Q2)","19762283; 20051212","19762283","20051212"
"816",5346,"Metabolic Syndrome and Related Disorders","journal",0.811,"Q2",34,67,209,3102,387,197,1.99,46.3,"United States","Endocrinology, Diabetes and Metabolism (Q2); Internal Medicine (Q2)","15404196","15404196",""
"817",5360,"Molecules","journal",0.809,"Q1",95,2075,3705,91030,11360,3671,3.02,43.87,"Switzerland","Medicine (miscellaneous) (Q1); Organic Chemistry (Q2)","14203049","14203049",""
"818",5397,"Microbiology","journal",0.805,"Q2",152,217,1086,9635,1655,1055,1.23,44.4,"United Kingdom","Microbiology (Q2)","13500872; 14652080","13500872","14652080"
"819",5403,"Journal of diabetes science and technology","journal",0.804,"Q2",50,189,491,4950,1143,410,2.65,26.19,"United States","Bioengineering (Q2); Biomedical Engineering (Q2); Endocrinology, Diabetes and Metabolism (Q2); Internal Medicine (Q2)","19322968","19322968",""
"820",5407,"Current Problems in Pediatric and Adolescent Health Care","journal",0.803,"Q2",34,57,137,2148,184,78,2.48,37.68,"United States","Pediatrics, Perinatology and Child Health (Q2)","15383199; 15385442","15383199","15385442"
"821",5431,"Nutrition in Clinical Practice","journal",0.8,"Q1",54,95,341,3864,697,288,2.4,40.67,"United States","Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q2)","08845336","08845336",""
"822",5484,"BMC Complementary and Alternative Medicine","journal",0.793,"Q1",60,519,1448,22435,3591,1433,2.23,43.23,"United Kingdom","Complementary and Alternative Medicine (Q1)","14726882","14726882",""
"823",5501,"International Journal of Tryptophan Research","journal",0.792,"Q2",13,8,25,596,64,23,3.33,74.5,"New Zealand","Biochemistry (Q2); Molecular Biology (Q3)","11786469","11786469",""
"824",5505,"Metabolic Brain Disease","journal",0.791,"Q2",55,159,451,7615,861,371,2.18,47.89,"United States","Biochemistry (Q2); Neurology (clinical) (Q2); Cellular and Molecular Neuroscience (Q4)","08857490; 15737365","08857490","15737365"
"825",5538,"Molecular Diagnosis and Therapy","journal",0.788,"Q1",31,61,167,3036,359,158,1.9,49.77,"United Kingdom","Medicine (miscellaneous) (Q1); Pharmacology (Q2); Genetics (Q3); Molecular Medicine (Q3)","11771062","11771062",""
"826",5541,"Journal of Chromatography B: Analytical Technologies in the Biomedical and Life Sciences","journal",0.787,"Q2",129,586,1553,18910,3972,1516,2.54,32.27,"Netherlands","Analytical Chemistry (Q2); Biochemistry (Q2); Clinical Biochemistry (Q2); Cell Biology (Q3)","15700232","15700232",""
"827",5548,"Insights into Imaging","journal",0.787,"Q2",20,72,200,2969,504,184,2.74,41.24,"Germany","Radiology, Nuclear Medicine and Imaging (Q2)","18694101","18694101",""
"828",5559,"Journal of Neurogastroenterology and Motility","journal",0.785,"Q2",25,90,270,3598,481,196,2.44,39.98,"South Korea","Gastroenterology (Q2); Neurology (clinical) (Q2)","20930879; 20930887","20930879","20930887"
"829",5578,"Breastfeeding Medicine","journal",0.782,"Q1",30,122,345,2589,411,235,1.67,21.22,"United States","Health Policy (Q1); Maternity and Midwifery (Q1); Medicine (miscellaneous) (Q1); Pediatrics (Q1); Obstetrics and Gynecology (Q2)","15568342; 15568253","15568342","15568253"
"830",5587,"Chemical Biology and Drug Design","journal",0.781,"Q2",64,187,567,7081,1371,547,2.17,37.87,"United Kingdom","Biochemistry (Q2); Molecular Medicine (Q3)","17470277","17470277",""
"831",5595,"EcoHealth","journal",0.779,"Q2",41,86,218,3537,359,191,1.73,41.13,"Germany","Ecology (Q2); Health, Toxicology and Mutagenesis (Q2)","16129202","16129202",""
"832",5602,"International Journal of Dentistry","journal",0.778,"Q1",17,61,192,2070,345,183,1.72,33.93,"Egypt","Dentistry (miscellaneous) (Q1)","16878736; 16878728","16878736","16878728"
"833",5631,"F1000Research","journal",0.774,"Q1",15,734,784,34264,940,751,1.25,46.68,"United Kingdom","Medicine (miscellaneous) (Q1); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Immunology and Microbiology (miscellaneous)  (Q2)","20461402","20461402",""
"834",5671,"Archives of Medical Science","journal",0.769,"Q1",28,182,541,6579,984,483,2.08,36.15,"Poland","Medicine (miscellaneous) (Q1)","17341922","17341922",""
"835",5683,"Microbial Pathogenesis","journal",0.768,"Q2",61,297,357,11460,734,338,2.06,38.59,"Netherlands","Infectious Diseases (Q2); Microbiology (Q3)","10961208; 08824010","10961208","08824010"
"836",5702,"Advances in Experimental Medicine and Biology","book serie",0.766,"Q1",97,1334,2941,79436,4364,2576,1.75,59.55,"United States","Medicine (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2)","00652598","00652598",""
"837",5716,"Science China Life Sciences","journal",0.765,"Q1",35,200,546,7711,1008,481,2.15,38.56,"China","Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Environmental Science (miscellaneous) (Q2)","16747305; 18691889","16747305","18691889"
"838",5722,"Therapeutics and Clinical Risk Management","journal",0.764,"Q1",36,213,382,8586,888,365,2.46,40.31,"New Zealand","Medicine (miscellaneous) (Q1); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Safety Research (Q1); Chemical Health and Safety (Q2); Pharmacology (medical) (Q2)","11766336","11766336",""
"839",5784,"Journal of Applied Phycology","journal",0.755,"Q1",80,409,736,16755,1745,689,2.12,40.97,"Netherlands","Plant Science (Q1); Aquatic Science (Q2)","15735176; 09218971","15735176","09218971"
"840",5831,"Journal of Clinical Biochemistry and Nutrition","journal",0.75,"Q1",43,74,217,2711,451,206,2.32,36.64,"Japan","Medicine (miscellaneous) (Q1); Clinical Biochemistry (Q2); Nutrition and Dietetics (Q2)","09120009","09120009",""
"841",5889,"Acta Paediatrica, International Journal of Paediatrics","journal",0.744,"Q2",94,669,1632,8387,1934,1376,1.18,12.54,"United States","Pediatrics, Perinatology and Child Health (Q2)","08035253; 16512227","08035253","16512227"
"842",5891,"Gastroenterology Research and Practice","journal",0.744,"Q2",27,293,535,10647,1089,517,2.04,36.34,"Egypt","Gastroenterology (Q2); Hepatology (Q2)","16876121; 1687630X","16876121","1687630X"
"843",5900,"Annals of General Psychiatry","journal",0.743,"Q2",35,36,122,1276,211,117,1.67,35.44,"United Kingdom","Psychiatry and Mental Health (Q2)","1744859X","1744859X",""
"844",5935,"Future Oncology","journal",0.74,"Q2",53,309,888,13975,1506,784,1.96,45.23,"United Kingdom","Oncology (Q2); Cancer Research (Q3)","14796694; 17448301","14796694","17448301"
"845",5948,"Communicative and Integrative Biology","journal",0.739,"Q1",27,52,274,2184,348,271,1.13,42,"United States","Agricultural and Biological Sciences (miscellaneous) (Q1)","19420889","19420889",""
"846",5981,"Journal of Thoracic Disease","journal",0.737,"Q2",31,996,1194,23478,2337,965,2.45,23.57,"China","Pulmonary and Respiratory Medicine (Q2)","20776624; 20721439","20776624","20721439"
"847",6052,"Veterinary Immunology and Immunopathology","journal",0.73,"Q1",81,150,561,6603,894,527,1.71,44.02,"Netherlands","Veterinary (miscellaneous) (Q1); Immunology (Q3)","01652427","01652427",""
"848",6101,"Biomarkers","journal",0.724,"Q1",57,119,271,3832,566,268,2.05,32.2,"United Kingdom","Medicine (miscellaneous) (Q1); Clinical Biochemistry (Q2); Health, Toxicology and Mutagenesis (Q2); Biochemistry (Q3)","1354750X; 13665804","1354750X","13665804"
"849",6104,"Journal of Microbiological Methods","journal",0.723,"Q2",111,259,794,8144,1602,766,1.92,31.44,"Netherlands","Microbiology (medical) (Q2); Microbiology (Q3); Molecular Biology (Q3)","01677012","01677012",""
